1.869999999999999929e+01,5.209999999999999964e+00,1.669999999999999929e+01,7.200000000000000000e+01,7.309999999999999432e+01,4.100000000000000000e+01,6.590000000000000568e+01,8.800000000000000000e+01,6.120000000000000284e+01,5.379999999999999716e+01,8.470000000000000284e+01,5.850000000000000000e+01,3.339999999999999858e+01,6.950000000000000000e+01,4.300000000000000000e+01,0.000000000000000000e+00
2.339999999999999858e+01,7.240000000000000213e+00,1.610000000000000142e+01,7.679999999999999716e+01,7.329999999999999716e+01,2.800000000000000000e+01,7.659999999999999432e+01,7.409999999999999432e+01,6.389999999999999858e+01,7.679999999999999716e+01,6.720000000000000284e+01,7.229999999999999716e+01,7.709999999999999432e+01,6.659999999999999432e+01,4.520000000000000284e+01,0.000000000000000000e+00
1.969999999999999929e+01,3.430000000000000160e+00,1.559999999999999964e+01,9.740000000000000568e+01,4.700000000000000000e+01,5.179999999999999716e+01,9.979999999999999716e+01,7.640000000000000568e+01,5.010000000000000142e+01,9.809999999999999432e+01,7.770000000000000284e+01,5.929999999999999716e+01,9.600000000000000000e+01,5.910000000000000142e+01,4.450000000000000000e+01,0.000000000000000000e+00
2.060000000000000142e+01,3.120000000000000107e+00,1.309999999999999964e+01,7.400000000000000000e+01,7.120000000000000284e+01,2.569999999999999929e+01,7.409999999999999432e+01,7.959999999999999432e+01,5.900000000000000000e+01,8.090000000000000568e+01,6.670000000000000284e+01,7.029999999999999716e+01,8.379999999999999716e+01,6.210000000000000142e+01,4.920000000000000284e+01,0.000000000000000000e+00
2.080000000000000071e+01,4.330000000000000071e+00,1.669999999999999929e+01,7.559999999999999432e+01,6.990000000000000568e+01,2.069999999999999929e+01,7.440000000000000568e+01,7.720000000000000284e+01,6.279999999999999716e+01,8.350000000000000000e+01,6.139999999999999858e+01,7.090000000000000568e+01,8.790000000000000568e+01,6.200000000000000000e+01,4.779999999999999716e+01,0.000000000000000000e+00
2.889999999999999858e+01,8.599999999999999645e+00,9.560000000000000497e+00,7.970000000000000284e+01,9.729999999999999716e+01,1.660000000000000142e+01,7.209999999999999432e+01,9.890000000000000568e+01,2.439999999999999858e+01,8.129999999999999716e+01,8.820000000000000284e+01,4.179999999999999716e+01,8.559999999999999432e+01,9.340000000000000568e+01,2.930000000000000071e+01,0.000000000000000000e+00
1.719999999999999929e+01,2.819999999999999840e+00,1.669999999999999929e+01,8.359999999999999432e+01,4.820000000000000284e+01,4.360000000000000142e+01,8.540000000000000568e+01,6.370000000000000284e+01,5.720000000000000284e+01,8.459999999999999432e+01,5.629999999999999716e+01,7.170000000000000284e+01,8.529999999999999716e+01,4.620000000000000284e+01,4.139999999999999858e+01,0.000000000000000000e+00
1.580000000000000071e+01,2.240000000000000213e+00,1.159999999999999964e+01,7.170000000000000284e+01,7.709999999999999432e+01,3.929999999999999716e+01,7.450000000000000000e+01,1.050000000000000000e+02,5.029999999999999716e+01,8.350000000000000000e+01,8.440000000000000568e+01,6.759999999999999432e+01,8.550000000000000000e+01,7.150000000000000000e+01,4.770000000000000284e+01,0.000000000000000000e+00
2.039999999999999858e+01,9.519999999999999574e+00,1.030000000000000071e+01,7.179999999999999716e+01,9.709999999999999432e+01,1.700000000000000000e+01,6.070000000000000284e+01,1.100000000000000000e+02,4.239999999999999858e+01,7.929999999999999716e+01,9.040000000000000568e+01,5.010000000000000142e+01,8.940000000000000568e+01,8.879999999999999716e+01,5.079999999999999716e+01,0.000000000000000000e+00
2.639999999999999858e+01,1.009999999999999964e+01,1.250000000000000000e+01,7.840000000000000568e+01,9.340000000000000568e+01,1.400000000000000000e+01,7.250000000000000000e+01,9.550000000000000000e+01,3.729999999999999716e+01,8.050000000000000000e+01,8.970000000000000284e+01,6.100000000000000000e+01,8.509999999999999432e+01,8.979999999999999716e+01,4.329999999999999716e+01,0.000000000000000000e+00
